course_id,college_id,course_name,specialization,duration_years,annual_fees,total_fees,intake
CRS01205,CLG0302,BA (Hons),English,3,65416,196248,89
CRS01206,CLG0302,BSc (Hons),Physics,3,57076,171228,95
CRS01207,CLG0302,BCom (Hons),NULL,3,59384,178152,87
CRS01208,CLG0302,MA,Economics,2,57197,114394,66
CRS01209,CLG0303,BA (Hons),English,3,13007,39021,65
CRS01210,CLG0303,BSc (Hons),Physics,3,13810,41430,86
CRS01211,CLG0303,BCom (Hons),NULL,3,13852,41556,83
CRS01212,CLG0303,MA,Economics,2,10980,21960,82
CRS01213,CLG0304,BA (Hons),English,3,13880,41640,93
CRS01214,CLG0304,BSc (Hons),Physics,3,11052,33156,67
CRS01215,CLG0304,BCom (Hons),NULL,3,12914,38742,88
CRS01216,CLG0304,MA,Economics,2,11810,23620,83
CRS01217,CLG0305,BA (Hons),Political Science,3,13230,39690,92
CRS01218,CLG0305,BSc (Hons),Chemistry,3,12486,37458,67
CRS01219,CLG0305,MA,History,2,15452,30904,65
CRS01220,CLG0305,MSc,Mathematics,2,12417,24834,93
CRS01221,CLG0306,BA (Hons),Political Science,3,14310,42930,65
CRS01222,CLG0306,BSc (Hons),Chemistry,3,14436,43308,75
CRS01223,CLG0306,MA,History,2,14992,29984,91
CRS01224,CLG0306,MSc,Mathematics,2,15769,31538,72
CRS01225,CLG0307,BA (Hons),Political Science,3,13810,41430,82
CRS01226,CLG0307,BSc (Hons),Chemistry,3,13592,40776,70
CRS01227,CLG0307,MA,History,2,15970,31940,81
CRS01228,CLG0307,MSc,Mathematics,2,17464,34928,66
CRS01229,CLG0308,BA (Hons),Political Science,3,15759,47277,84
CRS01230,CLG0308,BSc (Hons),Chemistry,3,15720,47160,73
CRS01231,CLG0308,MA,History,2,15839,31678,83
CRS01232,CLG0308,MSc,Mathematics,2,16974,33948,64
CRS01233,CLG0309,BA (Hons),Political Science,3,15978,47934,91
CRS01234,CLG0309,BSc (Hons),Chemistry,3,12879,38637,88
CRS01235,CLG0309,MA,History,2,14161,28322,86
CRS01236,CLG0309,MSc,Mathematics,2,14182,28364,69
CRS01237,CLG0310,BA (Hons),Political Science,3,14826,44478,75
CRS01238,CLG0310,BSc (Hons),Chemistry,3,17740,53220,93
CRS01239,CLG0310,MA,History,2,14356,28712,92
CRS01240,CLG0310,MSc,Mathematics,2,13276,26552,91
CRS01241,CLG0311,BA (Hons),Political Science,3,14523,43569,69
CRS01242,CLG0311,BSc (Hons),Chemistry,3,12467,37401,69
CRS01243,CLG0311,MA,History,2,12929,25858,65
CRS01244,CLG0311,MSc,Mathematics,2,15388,30776,65
CRS01245,CLG0312,BA (Hons),Political Science,3,16476,49428,84
CRS01246,CLG0312,BSc (Hons),Chemistry,3,12658,37974,71
CRS01247,CLG0312,MA,History,2,13891,27782,69
CRS01248,CLG0312,MSc,Mathematics,2,12959,25918,66
CRS01249,CLG0313,BA (Hons),Political Science,3,15458,46374,74
CRS01250,CLG0313,BSc (Hons),Chemistry,3,12591,37773,70
CRS01251,CLG0313,MA,History,2,17119,34238,78
CRS01252,CLG0313,MSc,Mathematics,2,15940,31880,65
CRS01253,CLG0314,BA (Hons),Political Science,3,13288,39864,71
CRS01254,CLG0314,BSc (Hons),Chemistry,3,14433,43299,77
CRS01255,CLG0314,MA,History,2,16356,32712,69
CRS01256,CLG0314,MSc,Mathematics,2,15766,31532,71
CRS01257,CLG0315,BA (Hons),Political Science,3,12706,38118,84
CRS01258,CLG0315,BSc (Hons),Chemistry,3,13855,41565,76
CRS01259,CLG0315,MA,History,2,14281,28562,93
CRS01260,CLG0315,MSc,Mathematics,2,12214,24428,69
CRS01261,CLG0316,BA (Hons),Political Science,3,12297,36891,94
CRS01262,CLG0316,BSc (Hons),Chemistry,3,15003,45009,76
CRS01263,CLG0316,MA,History,2,15891,31782,93
CRS01264,CLG0316,MSc,Mathematics,2,12815,25630,66
CRS01265,CLG0317,BA (Hons),Political Science,3,12459,37377,68
CRS01266,CLG0317,BSc (Hons),Chemistry,3,12370,37110,74
CRS01267,CLG0317,MA,History,2,13597,27194,66
CRS01268,CLG0317,MSc,Mathematics,2,17131,34262,91
CRS01269,CLG0318,BA (Hons),Political Science,3,12370,37110,82
CRS01270,CLG0318,BSc (Hons),Chemistry,3,12158,36474,65
CRS01271,CLG0318,MA,History,2,15259,30518,85
CRS01272,CLG0318,MSc,Mathematics,2,14172,28344,87
CRS01273,CLG0319,BA (Hons),Political Science,3,13889,41667,67
CRS01274,CLG0319,BSc (Hons),Chemistry,3,14440,43320,78
CRS01275,CLG0319,MA,History,2,16409,32818,75
CRS01276,CLG0319,MSc,Mathematics,2,14631,29262,67
CRS01277,CLG0320,BA (Hons),Political Science,3,13682,41046,90
CRS01278,CLG0320,BSc (Hons),Chemistry,3,14768,44304,82
CRS01279,CLG0320,MA,History,2,17631,35262,92
CRS01280,CLG0320,MSc,Mathematics,2,17757,35514,74
CRS01281,CLG0321,BA (Hons),Political Science,3,15430,46290,82
CRS01282,CLG0321,BSc (Hons),Chemistry,3,15751,47253,76
CRS01283,CLG0321,MA,History,2,12141,24282,88
CRS01284,CLG0321,MSc,Mathematics,2,15654,31308,89
CRS01285,CLG0322,BA (Hons),Political Science,3,17699,53097,89
CRS01286,CLG0322,BSc (Hons),Chemistry,3,17737,53211,76
CRS01287,CLG0322,MA,History,2,16258,32516,70
CRS01288,CLG0322,MSc,Mathematics,2,16141,32282,79
CRS01289,CLG0323,BA (Hons),Political Science,3,14034,42102,74
CRS01290,CLG0323,BSc (Hons),Chemistry,3,15246,45738,94
CRS01291,CLG0323,MA,History,2,14319,28638,90
CRS01292,CLG0323,MSc,Mathematics,2,13621,27242,67
CRS01293,CLG0324,BA (Hons),Political Science,3,13990,41970,78
CRS01294,CLG0324,BSc (Hons),Chemistry,3,13527,40581,87
CRS01295,CLG0324,MA,History,2,17652,35304,72
CRS01296,CLG0324,MSc,Mathematics,2,17430,34860,78
CRS01297,CLG0325,BA (Hons),Political Science,3,16436,49308,78
CRS01298,CLG0325,BSc (Hons),Chemistry,3,17965,53895,68
CRS01299,CLG0325,MA,History,2,14659,29318,87
CRS01300,CLG0325,MSc,Mathematics,2,13285,26570,88
CRS01301,CLG0326,BA (Hons),Political Science,3,16317,48951,66
CRS01302,CLG0326,BSc (Hons),Chemistry,3,12253,36759,92
CRS01303,CLG0326,MA,History,2,15769,31538,77
CRS01304,CLG0326,MSc,Mathematics,2,12004,24008,75
CRS01305,CLG0327,BA (Hons),Political Science,3,14203,42609,77
CRS01306,CLG0327,BSc (Hons),Chemistry,3,12600,37800,78
CRS01307,CLG0327,MA,History,2,17683,35366,77
CRS01308,CLG0327,MSc,Mathematics,2,13089,26178,94
CRS01309,CLG0328,BA (Hons),Political Science,3,13933,41799,90
CRS01310,CLG0328,BSc (Hons),Chemistry,3,15939,47817,68
CRS01311,CLG0328,MA,History,2,13630,27260,93
CRS01312,CLG0328,MSc,Mathematics,2,16110,32220,81
CRS01313,CLG0329,BA (Hons),Political Science,3,12938,38814,88
CRS01314,CLG0329,BSc (Hons),Chemistry,3,13945,41835,83
CRS01315,CLG0329,MA,History,2,12860,25720,95
CRS01316,CLG0329,MSc,Mathematics,2,17931,35862,80
CRS01317,CLG0330,BA (Hons),Political Science,3,12651,37953,64
CRS01318,CLG0330,BSc (Hons),Chemistry,3,14620,43860,89
CRS01319,CLG0330,MA,History,2,16769,33538,68
CRS01320,CLG0330,MSc,Mathematics,2,15396,30792,92
CRS01321,CLG0331,BA (Hons),Political Science,3,14002,42006,85
CRS01322,CLG0331,BSc (Hons),Chemistry,3,12787,38361,68
CRS01323,CLG0331,MA,History,2,14729,29458,87
CRS01324,CLG0331,MSc,Mathematics,2,15750,31500,70
CRS01325,CLG0332,BA (Hons),Political Science,3,14884,44652,82
CRS01326,CLG0332,BSc (Hons),Chemistry,3,17607,52821,76
CRS01327,CLG0332,MA,History,2,16180,32360,65
CRS01328,CLG0332,MSc,Mathematics,2,16290,32580,74
CRS01329,CLG0333,BA (Hons),Political Science,3,16885,50655,66
CRS01330,CLG0333,BSc (Hons),Chemistry,3,15048,45144,67
CRS01331,CLG0333,MA,History,2,17031,34062,74
CRS01332,CLG0333,MSc,Mathematics,2,14696,29392,69
CRS01333,CLG0334,BA (Hons),Political Science,3,12112,36336,75
CRS01334,CLG0334,BSc (Hons),Chemistry,3,12452,37356,91
CRS01335,CLG0334,MA,History,2,15094,30188,74
CRS01336,CLG0334,MSc,Mathematics,2,12941,25882,94
CRS01337,CLG0335,BA (Hons),Political Science,3,12326,36978,72
CRS01338,CLG0335,BSc (Hons),Chemistry,3,13183,39549,92
CRS01339,CLG0335,MA,History,2,17708,35416,80
CRS01340,CLG0335,MSc,Mathematics,2,12780,25560,75
CRS01341,CLG0336,BA (Hons),Political Science,3,13012,39036,85
CRS01342,CLG0336,BSc (Hons),Chemistry,3,16143,48429,94
CRS01343,CLG0336,MA,History,2,13021,26042,83
CRS01344,CLG0336,MSc,Mathematics,2,12397,24794,90
CRS01345,CLG0337,BA (Hons),Political Science,3,14935,44805,81
CRS01346,CLG0337,BSc (Hons),Chemistry,3,16215,48645,92
CRS01347,CLG0337,MA,History,2,16077,32154,86
CRS01348,CLG0337,MSc,Mathematics,2,16825,33650,77
CRS01349,CLG0338,BA (Hons),Political Science,3,14617,43851,91
CRS01350,CLG0338,BSc (Hons),Chemistry,3,17826,53478,95
CRS01351,CLG0338,MA,History,2,12810,25620,65
CRS01352,CLG0338,MSc,Mathematics,2,12521,25042,94
CRS01353,CLG0339,BA (Hons),Political Science,3,14710,44130,79
CRS01354,CLG0339,BSc (Hons),Chemistry,3,16053,48159,81
CRS01355,CLG0339,MA,History,2,12720,25440,66
CRS01356,CLG0339,MSc,Mathematics,2,17573,35146,90
CRS01357,CLG0340,BA (Hons),Political Science,3,17425,52275,71
CRS01358,CLG0340,BSc (Hons),Chemistry,3,12391,37173,70
CRS01359,CLG0340,MA,History,2,13819,27638,81
CRS01360,CLG0340,MSc,Mathematics,2,17332,34664,93
CRS01361,CLG0341,BA (Hons),Political Science,3,16276,48828,73
CRS01362,CLG0341,BSc (Hons),Chemistry,3,14556,43668,88
CRS01363,CLG0341,MA,History,2,17367,34734,90
CRS01364,CLG0341,MSc,Mathematics,2,12460,24920,72
CRS01365,CLG0342,BA (Hons),Political Science,3,16216,48648,81
CRS01366,CLG0342,BSc (Hons),Chemistry,3,17520,52560,89
CRS01367,CLG0342,MA,History,2,16608,33216,79
CRS01368,CLG0342,MSc,Mathematics,2,13756,27512,93
CRS01369,CLG0343,BA (Hons),Political Science,3,12309,36927,76
CRS01370,CLG0343,BSc (Hons),Chemistry,3,13417,40251,89
CRS01371,CLG0343,MA,History,2,15498,30996,64
CRS01372,CLG0343,MSc,Mathematics,2,13994,27988,74
CRS01373,CLG0344,BA (Hons),Political Science,3,12714,38142,92
CRS01374,CLG0344,BSc (Hons),Chemistry,3,14282,42846,79
CRS01375,CLG0344,MA,History,2,17207,34414,80
CRS01376,CLG0344,MSc,Mathematics,2,15423,30846,93
CRS01377,CLG0345,BA (Hons),Political Science,3,15379,46137,72
CRS01378,CLG0345,BSc (Hons),Chemistry,3,17475,52425,81
CRS01379,CLG0345,MA,History,2,16907,33814,67
CRS01380,CLG0345,MSc,Mathematics,2,15897,31794,88
CRS01381,CLG0346,BA (Hons),Political Science,3,13123,39369,76
CRS01382,CLG0346,BSc (Hons),Chemistry,3,17657,52971,69
CRS01383,CLG0346,MA,History,2,16219,32438,73
CRS01384,CLG0346,MSc,Mathematics,2,15924,31848,68
CRS01385,CLG0347,BA (Hons),Political Science,3,14767,44301,79
CRS01386,CLG0347,BSc (Hons),Chemistry,3,15410,46230,94
CRS01387,CLG0347,MA,History,2,17760,35520,82
CRS01388,CLG0347,MSc,Mathematics,2,12258,24516,76
CRS01389,CLG0348,BA (Hons),Political Science,3,15861,47583,74
CRS01390,CLG0348,BSc (Hons),Chemistry,3,15457,46371,87
CRS01391,CLG0348,MA,History,2,14188,28376,80
CRS01392,CLG0348,MSc,Mathematics,2,15189,30378,74
CRS01393,CLG0349,BA (Hons),Political Science,3,12479,37437,71
CRS01394,CLG0349,BSc (Hons),Chemistry,3,14565,43695,64
CRS01395,CLG0349,MA,History,2,12729,25458,75
CRS01396,CLG0349,MSc,Mathematics,2,15465,30930,91
CRS01397,CLG0350,BA (Hons),Political Science,3,17839,53517,77
CRS01398,CLG0350,BSc (Hons),Chemistry,3,15791,47373,80
CRS01399,CLG0350,MA,History,2,15346,30692,88
CRS01400,CLG0350,MSc,Mathematics,2,14952,29904,78
CRS01401,CLG0351,BA (Hons),Political Science,3,17511,52533,84
CRS01402,CLG0351,BSc (Hons),Chemistry,3,13634,40902,89
CRS01403,CLG0351,MA,History,2,14362,28724,82
CRS01404,CLG0351,MSc,Mathematics,2,12317,24634,82
CRS01405,CLG0352,BA (Hons),Political Science,3,16323,48969,73
CRS01406,CLG0352,BSc (Hons),Chemistry,3,12100,36300,79
CRS01407,CLG0352,MA,History,2,12975,25950,72
CRS01408,CLG0352,MSc,Mathematics,2,12636,25272,88
CRS01409,CLG0353,BA (Hons),Political Science,3,14676,44028,71
CRS01410,CLG0353,BSc (Hons),Chemistry,3,12045,36135,79
CRS01411,CLG0353,MA,History,2,15679,31358,65
CRS01412,CLG0353,MSc,Mathematics,2,14145,28290,75
CRS01413,CLG0354,BA (Hons),Political Science,3,14700,44100,80
CRS01414,CLG0354,BSc (Hons),Chemistry,3,16405,49215,95
CRS01415,CLG0354,MA,History,2,15561,31122,80
CRS01416,CLG0354,MSc,Mathematics,2,14479,28958,89
CRS01417,CLG0355,B.Arch,NULL,5,55707,278535,37
CRS01418,CLG0355,M.Arch,Urban Design,2,68713,137426,44
CRS01419,CLG0355,M.Plan,Urban Planning,2,54686,109372,38
CRS01420,CLG0355,B.Arch,Sustainable Architecture,5,55707,278535,36
CRS01421,CLG0356,B.Arch,NULL,5,61344,306720,43
CRS01422,CLG0356,M.Arch,Urban Design,2,58419,116838,37
CRS01423,CLG0356,M.Plan,Urban Planning,2,57397,114794,40
CRS01424,CLG0356,B.Arch,Sustainable Architecture,5,61344,306720,42
CRS01425,CLG0357,B.Arch,NULL,5,51264,256320,37
CRS01426,CLG0357,M.Arch,Urban Design,2,66283,132566,35
CRS01427,CLG0357,M.Plan,Urban Planning,2,64903,129806,37
CRS01428,CLG0357,B.Arch,Sustainable Architecture,5,51264,256320,43
CRS01429,CLG0358,B.Arch,NULL,5,174022,870110,40
CRS01430,CLG0358,M.Arch,Urban Design,2,181755,363510,42
CRS01431,CLG0358,M.Plan,Urban Planning,2,184368,368736,43
CRS01432,CLG0358,B.Arch,Sustainable Architecture,5,174022,870110,34
CRS01433,CLG0359,B.Arch,NULL,5,64190,320950,38
CRS01434,CLG0359,M.Arch,Urban Design,2,58133,116266,44
CRS01435,CLG0359,M.Plan,Urban Planning,2,51678,103356,37
CRS01436,CLG0359,B.Arch,Sustainable Architecture,5,64190,320950,44
CRS01437,CLG0360,B.Arch,NULL,5,67824,339120,35
CRS01438,CLG0360,M.Arch,Urban Design,2,68470,136940,38
CRS01439,CLG0360,M.Plan,Urban Planning,2,62413,124826,35
CRS01440,CLG0360,B.Arch,Sustainable Architecture,5,67824,339120,43
CRS01441,CLG0361,B.Pharm,NULL,4,53862,215448,64
CRS01442,CLG0361,M.Pharm,Pharmaceutics,2,49071,98142,65
CRS01443,CLG0361,Pharm.D,NULL,6,50538,303228,52
CRS01444,CLG0361,M.Pharm,Pharmacology,2,49071,98142,66
CRS01445,CLG0362,B.Pharm,NULL,4,50550,202200,54
CRS01446,CLG0362,M.Pharm,Pharmaceutics,2,56910,113820,52
CRS01447,CLG0362,Pharm.D,NULL,6,45894,275364,53
CRS01448,CLG0362,M.Pharm,Pharmacology,2,56910,113820,56
CRS01449,CLG0363,B.Pharm,NULL,4,128787,515148,64
CRS01450,CLG0363,M.Pharm,Pharmaceutics,2,151386,302772,64
CRS01451,CLG0363,Pharm.D,NULL,6,154247,925482,67
CRS01452,CLG0363,M.Pharm,Pharmacology,2,151386,302772,53
CRS01453,CLG0364,B.Pharm,NULL,4,105129,420516,52
CRS01454,CLG0364,M.Pharm,Pharmaceutics,2,123236,246472,59
CRS01455,CLG0364,Pharm.D,NULL,6,123490,740940,53
CRS01456,CLG0364,M.Pharm,Pharmacology,2,123236,246472,64
CRS01457,CLG0365,B.Pharm,NULL,4,162159,648636,54
CRS01458,CLG0365,M.Pharm,Pharmaceutics,2,159072,318144,61
CRS01459,CLG0365,Pharm.D,NULL,6,156772,940632,67
CRS01460,CLG0365,M.Pharm,Pharmacology,2,159072,318144,65
CRS01461,CLG0366,B.Tech,Computer Science and Engineering,4,203522,814088,87
CRS01462,CLG0366,B.Tech,Electronics and Communication Engineering,4,203522,814088,86
CRS01463,CLG0366,B.Tech,Mechanical Engineering,4,203522,814088,87
CRS01464,CLG0366,M.Tech,VLSI Design,2,144071,288142,101
CRS01465,CLG0367,B.Pharm,NULL,4,57192,228768,62
CRS01466,CLG0367,M.Pharm,Pharmaceutics,2,55812,111624,51
CRS01467,CLG0367,Pharm.D,NULL,6,45915,275490,59
CRS01468,CLG0367,M.Pharm,Pharmacology,2,55812,111624,58
CRS01469,CLG0368,BSc (Hons) Agriculture,NULL,4,20653,82612,64
CRS01470,CLG0368,MSc Agriculture,Agronomy,2,18153,36306,59
CRS01471,CLG0368,BTech,Agricultural Engineering,4,21475,85900,55
CRS01472,CLG0368,MSc Agriculture,Plant Breeding and Genetics,2,18153,36306,56
CRS01473,CLG0369,BSc (Hons) Agriculture,NULL,4,19892,79568,66
CRS01474,CLG0369,MSc Agriculture,Agronomy,2,21434,42868,65
CRS01475,CLG0369,BTech,Agricultural Engineering,4,22454,89816,69
CRS01476,CLG0369,MSc Agriculture,Plant Breeding and Genetics,2,21434,42868,72
CRS01477,CLG0370,BSc (Hons) Agriculture,NULL,4,19489,77956,61
CRS01478,CLG0370,MSc Agriculture,Agronomy,2,21799,43598,68
CRS01479,CLG0370,BTech,Agricultural Engineering,4,22296,89184,59
CRS01480,CLG0370,MSc Agriculture,Plant Breeding and Genetics,2,21799,43598,66
CRS01481,CLG0371,BSc (Hons) Agriculture,NULL,4,21986,87944,57
CRS01482,CLG0371,MSc Agriculture,Agronomy,2,22202,44404,72
CRS01483,CLG0371,BTech,Agricultural Engineering,4,17200,68800,72
CRS01484,CLG0371,MSc Agriculture,Plant Breeding and Genetics,2,22202,44404,65
CRS01485,CLG0372,BSc (Hons) Agriculture,NULL,4,18785,75140,72
CRS01486,CLG0372,MSc Agriculture,Agronomy,2,22225,44450,67
CRS01487,CLG0372,BTech,Agricultural Engineering,4,19319,77276,72
CRS01488,CLG0372,MSc Agriculture,Plant Breeding and Genetics,2,22225,44450,72
CRS01489,CLG0373,BSc (Hons) Agriculture,NULL,4,22314,89256,68
CRS01490,CLG0373,MSc Agriculture,Agronomy,2,22140,44280,66
CRS01491,CLG0373,BTech,Agricultural Engineering,4,20417,81668,68
CRS01492,CLG0373,MSc Agriculture,Plant Breeding and Genetics,2,22140,44280,63
CRS01493,CLG0374,BSc (Hons) Agriculture,NULL,4,18832,75328,59
CRS01494,CLG0374,MSc Agriculture,Agronomy,2,20660,41320,58
CRS01495,CLG0374,BTech,Agricultural Engineering,4,19961,79844,68
CRS01496,CLG0374,MSc Agriculture,Plant Breeding and Genetics,2,20660,41320,60
CRS01497,CLG0375,BSc (Hons) Agriculture,NULL,4,19378,77512,62
CRS01498,CLG0375,MSc Agriculture,Agronomy,2,18236,36472,60
CRS01499,CLG0375,BTech,Agricultural Engineering,4,18521,74084,60
CRS01500,CLG0375,MSc Agriculture,Plant Breeding and Genetics,2,18236,36472,61
CRS01501,CLG0376,BSc (Hons) Agriculture,NULL,4,17250,69000,66
CRS01502,CLG0376,MSc Agriculture,Agronomy,2,17322,34644,64
CRS01503,CLG0376,BTech,Agricultural Engineering,4,19010,76040,57
CRS01504,CLG0376,MSc Agriculture,Plant Breeding and Genetics,2,17322,34644,60
CRS01505,CLG0377,BSc (Hons) Agriculture,NULL,4,21573,86292,68
CRS01506,CLG0377,MSc Agriculture,Agronomy,2,19857,39714,57
CRS01507,CLG0377,BTech,Agricultural Engineering,4,20807,83228,67
CRS01508,CLG0377,MSc Agriculture,Plant Breeding and Genetics,2,19857,39714,70
CRS01509,CLG0378,BSc (Hons) Agriculture,NULL,4,20424,81696,63
CRS01510,CLG0378,MSc Agriculture,Agronomy,2,20446,40892,55
CRS01511,CLG0378,BTech,Agricultural Engineering,4,17480,69920,57
CRS01512,CLG0378,MSc Agriculture,Plant Breeding and Genetics,2,20446,40892,62
CRS01513,CLG0379,BDS,NULL,5,847296,4236480,51
CRS01514,CLG0379,MDS,Oral and Maxillofacial Surgery,3,790542,2371626,57
CRS01515,CLG0379,MDS,Prosthodontics,3,790542,2371626,53
CRS01516,CLG0379,BDS,Community Dentistry,5,847296,4236480,53
CRS01517,CLG0380,BDS,NULL,5,70154,350770,60
CRS01518,CLG0380,MDS,Oral and Maxillofacial Surgery,3,71860,215580,66
CRS01519,CLG0380,MDS,Prosthodontics,3,71860,215580,57
CRS01520,CLG0380,BDS,Community Dentistry,5,70154,350770,53
CRS01521,CLG0381,BDS,NULL,5,757833,3789165,54
CRS01522,CLG0381,MDS,Oral and Maxillofacial Surgery,3,796873,2390619,57
CRS01523,CLG0381,MDS,Prosthodontics,3,796873,2390619,67
CRS01524,CLG0381,BDS,Community Dentistry,5,757833,3789165,53
CRS01525,CLG0382,BDS,NULL,5,918306,4591530,56
CRS01526,CLG0382,MDS,Oral and Maxillofacial Surgery,3,787653,2362959,64
CRS01527,CLG0382,MDS,Prosthodontics,3,787653,2362959,51
CRS01528,CLG0382,BDS,Community Dentistry,5,918306,4591530,51
CRS01529,CLG0383,BDS,NULL,5,971712,4858560,66
CRS01530,CLG0383,MDS,Oral and Maxillofacial Surgery,3,940959,2822877,58
CRS01531,CLG0383,MDS,Prosthodontics,3,940959,2822877,63
CRS01532,CLG0383,BDS,Community Dentistry,5,971712,4858560,59
CRS01533,CLG0384,BDS,NULL,5,54537,272685,65
CRS01534,CLG0384,MDS,Oral and Maxillofacial Surgery,3,66852,200556,60
CRS01535,CLG0384,MDS,Prosthodontics,3,66852,200556,63
CRS01536,CLG0384,BDS,Community Dentistry,5,54537,272685,66
CRS01537,CLG0385,BDS,NULL,5,655081,3275405,60
CRS01538,CLG0385,MDS,Oral and Maxillofacial Surgery,3,789565,2368695,53
CRS01539,CLG0385,MDS,Prosthodontics,3,789565,2368695,61
CRS01540,CLG0385,BDS,Community Dentistry,5,655081,3275405,66
CRS01541,CLG0386,BA (Hons),Political Science,3,12360,37080,94
CRS01542,CLG0386,BSc (Hons),Chemistry,3,15117,45351,91
CRS01543,CLG0386,MA,History,2,17845,35690,91
CRS01544,CLG0386,MSc,Mathematics,2,14608,29216,95
CRS01545,CLG0387,BA (Hons),Political Science,3,14692,44076,75
CRS01546,CLG0387,BSc (Hons),Chemistry,3,13819,41457,87
CRS01547,CLG0387,MA,History,2,17752,35504,68
CRS01548,CLG0387,MSc,Mathematics,2,12709,25418,66
CRS01549,CLG0388,BA (Hons),Political Science,3,14473,43419,93
CRS01550,CLG0388,BSc (Hons),Chemistry,3,17616,52848,86
CRS01551,CLG0388,MA,History,2,16498,32996,66
CRS01552,CLG0388,MSc,Mathematics,2,17550,35100,70
CRS01553,CLG0389,BA (Hons),Political Science,3,17165,51495,78
CRS01554,CLG0389,BSc (Hons),Chemistry,3,12178,36534,73
CRS01555,CLG0389,MA,History,2,15936,31872,95
CRS01556,CLG0389,MSc,Mathematics,2,15189,30378,95
CRS01557,CLG0390,BA (Hons),Political Science,3,17703,53109,90
CRS01558,CLG0390,BSc (Hons),Chemistry,3,13915,41745,78
CRS01559,CLG0390,MA,History,2,14450,28900,95
CRS01560,CLG0390,MSc,Mathematics,2,14924,29848,69
CRS01561,CLG0391,BA (Hons),Political Science,3,13595,40785,94
CRS01562,CLG0391,BSc (Hons),Chemistry,3,16406,49218,82
CRS01563,CLG0391,MA,History,2,13848,27696,94
CRS01564,CLG0391,MSc,Mathematics,2,12872,25744,84
CRS01565,CLG0392,BA (Hons),Political Science,3,17214,51642,74
CRS01566,CLG0392,BSc (Hons),Chemistry,3,13783,41349,95
CRS01567,CLG0392,MA,History,2,16876,33752,91
CRS01568,CLG0392,MSc,Mathematics,2,12982,25964,88
CRS01569,CLG0393,BA (Hons),Political Science,3,15855,47565,64
CRS01570,CLG0393,BSc (Hons),Chemistry,3,15467,46401,89
CRS01571,CLG0393,MA,History,2,12371,24742,86
CRS01572,CLG0393,MSc,Mathematics,2,12619,25238,75
CRS01573,CLG0394,BA (Hons),Political Science,3,14457,43371,66
CRS01574,CLG0394,BSc (Hons),Chemistry,3,15379,46137,90
CRS01575,CLG0394,MA,History,2,14003,28006,83
CRS01576,CLG0394,MSc,Mathematics,2,14096,28192,81
CRS01577,CLG0395,BA (Hons),Political Science,3,12671,38013,65
CRS01578,CLG0395,BSc (Hons),Chemistry,3,17544,52632,85
CRS01579,CLG0395,MA,History,2,13557,27114,87
CRS01580,CLG0395,MSc,Mathematics,2,16468,32936,78
CRS01581,CLG0396,BA (Hons),Political Science,3,16938,50814,76
CRS01582,CLG0396,BSc (Hons),Chemistry,3,17094,51282,80
CRS01583,CLG0396,MA,History,2,15966,31932,86
CRS01584,CLG0396,MSc,Mathematics,2,17643,35286,65
CRS01585,CLG0397,B.Tech,Computer Science and Engineering,4,87932,351728,90
CRS01586,CLG0397,B.Tech,Electronics and Communication Engineering,4,87932,351728,74
CRS01587,CLG0397,B.Tech,Mechanical Engineering,4,87932,351728,76
CRS01588,CLG0397,M.Tech,VLSI Design,2,41907,83814,93
CRS01589,CLG0398,B.Tech,Computer Science and Engineering,4,81250,325000,85
CRS01590,CLG0398,B.Tech,Electronics and Communication Engineering,4,81250,325000,78
CRS01591,CLG0398,B.Tech,Mechanical Engineering,4,81250,325000,101
CRS01592,CLG0398,M.Tech,VLSI Design,2,54798,109596,100
CRS01593,CLG0399,BA (Hons),Political Science,3,14178,42534,77
CRS01594,CLG0399,BSc (Hons),Chemistry,3,17320,51960,64
CRS01595,CLG0399,MA,History,2,13707,27414,72
CRS01596,CLG0399,MSc,Mathematics,2,16890,33780,74
CRS01597,CLG0400,B.Tech,Computer Science and Engineering,4,151759,607036,107
CRS01598,CLG0400,B.Tech,Electronics and Communication Engineering,4,151759,607036,121
CRS01599,CLG0400,B.Tech,Mechanical Engineering,4,151759,607036,133
CRS01600,CLG0400,M.Tech,VLSI Design,2,100832,201664,137
CRS01601,CLG0401,BA (Hons),Political Science,3,53727,161181,68
CRS01602,CLG0401,BSc (Hons),Chemistry,3,64516,193548,85
CRS01603,CLG0401,MA,History,2,59451,118902,94
CRS01604,CLG0401,MSc,Mathematics,2,56959,113918,83
CRS01605,CLG0402,B.Tech,Computer Science and Engineering,4,132828,531312,133
CRS01606,CLG0402,B.Tech,Electronics and Communication Engineering,4,132828,531312,109
CRS01607,CLG0402,B.Tech,Mechanical Engineering,4,132828,531312,106
CRS01608,CLG0402,M.Tech,VLSI Design,2,76977,153954,126
CRS01609,CLG0403,B.Tech,Computer Science and Engineering,4,171888,687552,114
CRS01610,CLG0403,B.Tech,Electronics and Communication Engineering,4,171888,687552,119
CRS01611,CLG0403,B.Tech,Mechanical Engineering,4,171888,687552,101
CRS01612,CLG0403,M.Tech,VLSI Design,2,93561,187122,125
CRS01613,CLG0404,B.Tech,Computer Science and Engineering,4,247296,989184,75
CRS01614,CLG0404,B.Tech,Electronics and Communication Engineering,4,247296,989184,79
CRS01615,CLG0404,B.Tech,Mechanical Engineering,4,247296,989184,77
