cutoff_id,college_id,exam,category,course,closing_rank,year
CUT03753,CLG0376,ICAR AIEEA,General,B.Sc. (Hons.) Horticulture,7068,2023
CUT03754,CLG0376,ICAR AIEEA,SC,B.Sc. (Hons.) Horticulture,81597,2024
CUT03755,CLG0376,ICAR AIEEA,ST,B.Sc. (Hons.) Horticulture,183400,2025
CUT03756,CLG0376,ICAR AIEEA,General,B.Tech Agricultural Engineering,7530,2021
CUT03757,CLG0376,ICAR AIEEA,SC,B.Tech Agricultural Engineering,87679,2022
CUT03758,CLG0376,ICAR AIEEA,General,B.Tech Agricultural Engineering,7478,2023
CUT03759,CLG0376,ICAR AIEEA,General,B.Tech Agricultural Engineering,6325,2024
CUT03760,CLG0376,ICAR AIEEA,SC,B.Tech Agricultural Engineering,89455,2025
CUT03761,CLG0377,ICAR AIEEA,SC,B.Tech Agricultural Engineering,106346,2021
CUT03762,CLG0377,ICAR AIEEA,General,B.Tech Agricultural Engineering,8447,2022
CUT03763,CLG0377,ICAR AIEEA,OBC-NCL,B.Tech Agricultural Engineering,39376,2023
CUT03764,CLG0377,ICAR AIEEA,General,B.Tech Agricultural Engineering,8271,2024
CUT03765,CLG0377,ICAR AIEEA,OBC-NCL,B.Tech Agricultural Engineering,32336,2025
CUT03766,CLG0377,ICAR AIEEA,OBC-NCL,B.Sc. (Hons.) Horticulture,33144,2021
CUT03767,CLG0377,ICAR AIEEA,General,B.Sc. (Hons.) Horticulture,8011,2022
CUT03768,CLG0377,ICAR AIEEA,SC,B.Sc. (Hons.) Horticulture,111365,2023
CUT03769,CLG0377,ICAR AIEEA,ST,B.Sc. (Hons.) Horticulture,246988,2024
CUT03770,CLG0377,ICAR AIEEA,General,B.Sc. (Hons.) Horticulture,8059,2025
CUT03771,CLG0378,ICAR AIEEA,ST,B.Sc. (Hons.) Horticulture,250000,2021
CUT03772,CLG0378,ICAR AIEEA,EWS,B.Sc. (Hons.) Horticulture,54214,2022
CUT03773,CLG0378,ICAR AIEEA,EWS,B.Sc. (Hons.) Horticulture,45740,2023
CUT03774,CLG0378,ICAR AIEEA,General,B.Sc. (Hons.) Horticulture,8964,2024
CUT03775,CLG0378,ICAR AIEEA,OBC-NCL,B.Sc. (Hons.) Horticulture,36647,2025
CUT03776,CLG0378,ICAR AIEEA,ST,B.Tech Agricultural Engineering,242207,2021
CUT03777,CLG0378,ICAR AIEEA,General,B.Tech Agricultural Engineering,9457,2022
CUT03778,CLG0378,ICAR AIEEA,OBC-NCL,B.Tech Agricultural Engineering,38406,2023
CUT03779,CLG0378,ICAR AIEEA,General,B.Tech Agricultural Engineering,7493,2024
CUT03780,CLG0378,ICAR AIEEA,General,B.Tech Agricultural Engineering,8294,2025
CUT03781,CLG0379,NEET-UG,EWS,BDS,14640,2021
CUT03782,CLG0379,NEET-UG,OBC-NCL,BDS,14558,2022
CUT03783,CLG0379,NEET-UG,General,BDS,2868,2023
CUT03784,CLG0379,NEET-UG,EWS,BDS,17464,2024
CUT03785,CLG0379,NEET-UG,OBC-NCL,BDS,11245,2025
CUT03786,CLG0379,NEET-UG,General,BDS,2978,2021
CUT03787,CLG0379,NEET-UG,SC,BDS,46248,2022
CUT03788,CLG0379,NEET-UG,OBC-NCL,BDS,13975,2023
CUT03789,CLG0379,NEET-UG,SC,BDS,45276,2024
CUT03790,CLG0379,NEET-UG,ST,BDS,81081,2025
CUT03791,CLG0380,NEET-UG,General,BDS,11618,2021
CUT03792,CLG0380,NEET-UG,General,BDS,11174,2022
CUT03793,CLG0380,NEET-UG,SC,BDS,160083,2023
CUT03794,CLG0380,NEET-UG,OBC-NCL,BDS,51986,2024
CUT03795,CLG0380,NEET-UG,EWS,BDS,59388,2025
CUT03796,CLG0380,NEET-UG,OBC-NCL,BDS,48222,2021
CUT03797,CLG0380,NEET-UG,ST,BDS,313959,2022
CUT03798,CLG0380,NEET-UG,ST,BDS,378998,2023
CUT03799,CLG0380,NEET-UG,General,BDS,10722,2024
CUT03800,CLG0380,NEET-UG,General,BDS,11312,2025
CUT03801,CLG0381,NEET-UG,SC,BDS,214082,2021
CUT03802,CLG0381,NEET-UG,ST,BDS,539981,2022
CUT03803,CLG0381,NEET-UG,General,BDS,15017,2023
CUT03804,CLG0381,NEET-UG,General,BDS,16548,2024
CUT03805,CLG0381,NEET-UG,ST,BDS,428474,2025
CUT03806,CLG0381,NEET-UG,General,BDS,13827,2021
CUT03807,CLG0381,NEET-UG,General,BDS,15919,2022
CUT03808,CLG0381,NEET-UG,SC,BDS,212692,2023
CUT03809,CLG0381,NEET-UG,OBC-NCL,BDS,75415,2024
CUT03810,CLG0381,NEET-UG,General,BDS,14835,2025
CUT03811,CLG0382,NEET-UG,OBC-NCL,BDS,94532,2021
CUT03812,CLG0382,NEET-UG,SC,BDS,288386,2022
CUT03813,CLG0382,NEET-UG,OBC-NCL,BDS,87620,2023
CUT03814,CLG0382,NEET-UG,General,BDS,23627,2024
CUT03815,CLG0382,NEET-UG,SC,BDS,263567,2025
CUT03816,CLG0382,NEET-UG,ST,BDS,613582,2021
CUT03817,CLG0382,NEET-UG,EWS,BDS,109088,2022
CUT03818,CLG0382,NEET-UG,OBC-NCL,BDS,77880,2023
CUT03819,CLG0382,NEET-UG,General,BDS,20168,2024
CUT03820,CLG0382,NEET-UG,OBC-NCL,BDS,98078,2025
CUT03821,CLG0383,NEET-UG,General,BDS,6725,2021
CUT03822,CLG0383,NEET-UG,General,BDS,7148,2022
CUT03823,CLG0383,NEET-UG,OBC-NCL,BDS,33524,2023
CUT03824,CLG0383,NEET-UG,General,BDS,7193,2024
CUT03825,CLG0383,NEET-UG,General,BDS,6635,2025
CUT03826,CLG0383,NEET-UG,EWS,BDS,40999,2021
CUT03827,CLG0383,NEET-UG,SC,BDS,103221,2022
CUT03828,CLG0383,NEET-UG,General,BDS,7370,2023
CUT03829,CLG0383,NEET-UG,OBC-NCL,BDS,31341,2024
CUT03830,CLG0383,NEET-UG,General,BDS,6458,2025
CUT03831,CLG0384,NEET-UG,EWS,BDS,123869,2021
CUT03832,CLG0384,NEET-UG,General,BDS,25789,2022
CUT03833,CLG0384,NEET-UG,SC,BDS,340931,2023
CUT03834,CLG0384,NEET-UG,OBC-NCL,BDS,120926,2024
CUT03835,CLG0384,NEET-UG,ST,BDS,788110,2025
CUT03836,CLG0384,NEET-UG,General,BDS,25696,2021
CUT03837,CLG0384,NEET-UG,OBC-NCL,BDS,109068,2022
CUT03838,CLG0384,NEET-UG,General,BDS,25963,2023
CUT03839,CLG0384,NEET-UG,General,BDS,24062,2024
CUT03840,CLG0384,NEET-UG,OBC-NCL,BDS,110257,2025
CUT03841,CLG0385,NEET-UG,SC,BDS,420095,2021
CUT03842,CLG0385,NEET-UG,ST,BDS,920468,2022
CUT03843,CLG0385,NEET-UG,ST,BDS,967450,2023
CUT03844,CLG0385,NEET-UG,General,BDS,26086,2024
CUT03845,CLG0385,NEET-UG,EWS,BDS,182288,2025
CUT03846,CLG0385,NEET-UG,General,BDS,32957,2021
CUT03847,CLG0385,NEET-UG,General,BDS,29053,2022
CUT03848,CLG0385,NEET-UG,General,BDS,27579,2023
CUT03849,CLG0385,NEET-UG,ST,BDS,815488,2024
CUT03850,CLG0385,NEET-UG,General,BDS,33389,2025
CUT03851,CLG0386,CUET-UG,EWS,B.A. (Hons.) English,1535,2021
CUT03852,CLG0386,CUET-UG,General,B.A. (Hons.) English,309,2022
CUT03853,CLG0386,CUET-UG,General,B.A. (Hons.) English,258,2023
CUT03854,CLG0386,CUET-UG,ST,B.A. (Hons.) English,9269,2024
CUT03855,CLG0386,CUET-UG,ST,B.A. (Hons.) English,7931,2025
CUT03856,CLG0386,CUET-UG,ST,B.Sc. (Hons.) Physics,9515,2021
CUT03857,CLG0386,CUET-UG,General,B.Sc. (Hons.) Physics,325,2022
CUT03858,CLG0386,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,1349,2023
CUT03859,CLG0386,CUET-UG,General,B.Sc. (Hons.) Physics,265,2024
CUT03860,CLG0386,CUET-UG,General,B.Sc. (Hons.) Physics,269,2025
CUT03861,CLG0387,CUET-UG,ST,B.A. (Hons.) Economics,1000000,2021
CUT03862,CLG0387,CUET-UG,SC,B.A. (Hons.) Economics,1000000,2022
CUT03863,CLG0387,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,319174,2023
CUT03864,CLG0387,CUET-UG,SC,B.A. (Hons.) Economics,880262,2024
CUT03865,CLG0387,CUET-UG,ST,B.A. (Hons.) Economics,1000000,2025
CUT03866,CLG0387,CUET-UG,General,B.A. (Hons.) English,65624,2021
CUT03867,CLG0387,CUET-UG,SC,B.A. (Hons.) English,1000000,2022
CUT03868,CLG0387,CUET-UG,OBC-NCL,B.A. (Hons.) English,362603,2023
CUT03869,CLG0387,CUET-UG,General,B.A. (Hons.) English,77363,2024
CUT03870,CLG0387,CUET-UG,OBC-NCL,B.A. (Hons.) English,326604,2025
CUT03871,CLG0388,CUET-UG,OBC-NCL,BA LLB,352084,2021
CUT03872,CLG0388,CUET-UG,SC,BA LLB,907928,2022
CUT03873,CLG0388,CUET-UG,SC,BA LLB,847930,2023
CUT03874,CLG0388,CUET-UG,ST,BA LLB,1000000,2024
CUT03875,CLG0388,CUET-UG,General,BA LLB,67566,2025
CUT03876,CLG0388,CUET-UG,General,B.Sc. (Hons.) Physics,62945,2021
CUT03877,CLG0388,CUET-UG,General,B.Sc. (Hons.) Physics,80053,2022
CUT03878,CLG0388,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,321099,2023
CUT03879,CLG0388,CUET-UG,General,B.Sc. (Hons.) Physics,64958,2024
CUT03880,CLG0388,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,331753,2025
CUT03881,CLG0389,CUET-UG,OBC-NCL,BA LLB,318650,2021
CUT03882,CLG0389,CUET-UG,General,BA LLB,64261,2022
CUT03883,CLG0389,CUET-UG,ST,BA LLB,1000000,2023
CUT03884,CLG0389,CUET-UG,EWS,BA LLB,331778,2024
CUT03885,CLG0389,CUET-UG,ST,BA LLB,1000000,2025
CUT03886,CLG0389,CUET-UG,OBC-NCL,B.Tech,313989,2021
CUT03887,CLG0389,CUET-UG,General,B.Tech,69190,2022
CUT03888,CLG0389,CUET-UG,OBC-NCL,B.Tech,322732,2023
CUT03889,CLG0389,CUET-UG,General,B.Tech,76869,2024
CUT03890,CLG0389,CUET-UG,ST,B.Tech,1000000,2025
CUT03891,CLG0390,CUET-UG,SC,B.A. (Hons.) English,1000000,2021
CUT03892,CLG0390,CUET-UG,OBC-NCL,B.A. (Hons.) English,343235,2022
CUT03893,CLG0390,CUET-UG,EWS,B.A. (Hons.) English,453597,2023
CUT03894,CLG0390,CUET-UG,EWS,B.A. (Hons.) English,371219,2024
CUT03895,CLG0390,CUET-UG,General,B.A. (Hons.) English,61900,2025
CUT03896,CLG0390,CUET-UG,ST,B.A. (Hons.) Economics,1000000,2021
CUT03897,CLG0390,CUET-UG,General,B.A. (Hons.) Economics,77459,2022
CUT03898,CLG0390,CUET-UG,ST,B.A. (Hons.) Economics,1000000,2023
CUT03899,CLG0390,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,331697,2024
CUT03900,CLG0390,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,326254,2025
CUT03901,CLG0391,CUET-UG,EWS,BA LLB,318807,2021
CUT03902,CLG0391,CUET-UG,EWS,BA LLB,390723,2022
CUT03903,CLG0391,CUET-UG,SC,BA LLB,1000000,2023
CUT03904,CLG0391,CUET-UG,General,BA LLB,81575,2024
CUT03905,CLG0391,CUET-UG,General,BA LLB,76372,2025
CUT03906,CLG0391,CUET-UG,General,B.A. (Hons.) English,70001,2021
CUT03907,CLG0391,CUET-UG,General,B.A. (Hons.) English,75286,2022
CUT03908,CLG0391,CUET-UG,General,B.A. (Hons.) English,69137,2023
CUT03909,CLG0391,CUET-UG,OBC-NCL,B.A. (Hons.) English,282125,2024
CUT03910,CLG0391,CUET-UG,General,B.A. (Hons.) English,76275,2025
CUT03911,CLG0392,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,395802,2021
CUT03912,CLG0392,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,390957,2022
CUT03913,CLG0392,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,309012,2023
CUT03914,CLG0392,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,355836,2024
CUT03915,CLG0392,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,353751,2025
CUT03916,CLG0392,CUET-UG,SC,BA LLB,999694,2021
CUT03917,CLG0392,CUET-UG,General,BA LLB,84227,2022
CUT03918,CLG0392,CUET-UG,General,BA LLB,66749,2023
CUT03919,CLG0392,CUET-UG,General,BA LLB,80423,2024
CUT03920,CLG0392,CUET-UG,ST,BA LLB,1000000,2025
CUT03921,CLG0393,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,368470,2021
CUT03922,CLG0393,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,290673,2022
CUT03923,CLG0393,CUET-UG,EWS,B.Sc. (Hons.) Physics,457636,2023
CUT03924,CLG0393,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,322935,2024
CUT03925,CLG0393,CUET-UG,SC,B.Sc. (Hons.) Physics,1000000,2025
CUT03926,CLG0393,CUET-UG,SC,B.A. (Hons.) English,932745,2021
CUT03927,CLG0393,CUET-UG,OBC-NCL,B.A. (Hons.) English,332540,2022
CUT03928,CLG0393,CUET-UG,OBC-NCL,B.A. (Hons.) English,319593,2023
CUT03929,CLG0393,CUET-UG,General,B.A. (Hons.) English,66787,2024
CUT03930,CLG0393,CUET-UG,EWS,B.A. (Hons.) English,390235,2025
CUT03931,CLG0394,CUET-UG,ST,B.A. (Hons.) English,1000000,2021
CUT03932,CLG0394,CUET-UG,ST,B.A. (Hons.) English,1000000,2022
CUT03933,CLG0394,CUET-UG,OBC-NCL,B.A. (Hons.) English,349366,2023
CUT03934,CLG0394,CUET-UG,ST,B.A. (Hons.) English,1000000,2024
CUT03935,CLG0394,CUET-UG,ST,B.A. (Hons.) English,1000000,2025
CUT03936,CLG0394,CUET-UG,General,B.Tech,72328,2021
CUT03937,CLG0394,CUET-UG,General,B.Tech,80808,2022
CUT03938,CLG0394,CUET-UG,ST,B.Tech,1000000,2023
CUT03939,CLG0394,CUET-UG,General,B.Tech,66604,2024
CUT03940,CLG0394,CUET-UG,SC,B.Tech,1000000,2025
CUT03941,CLG0395,CUET-UG,General,B.A. (Hons.) English,65195,2021
CUT03942,CLG0395,CUET-UG,General,B.A. (Hons.) English,92276,2022
CUT03943,CLG0395,CUET-UG,OBC-NCL,B.A. (Hons.) English,325453,2023
CUT03944,CLG0395,CUET-UG,OBC-NCL,B.A. (Hons.) English,377784,2024
CUT03945,CLG0395,CUET-UG,SC,B.A. (Hons.) English,981079,2025
CUT03946,CLG0395,CUET-UG,General,B.Tech,66470,2021
CUT03947,CLG0395,CUET-UG,ST,B.Tech,1000000,2022
CUT03948,CLG0395,CUET-UG,OBC-NCL,B.Tech,286137,2023
CUT03949,CLG0395,CUET-UG,General,B.Tech,72759,2024
CUT03950,CLG0395,CUET-UG,EWS,B.Tech,402986,2025
CUT03951,CLG0396,CUET-UG,General,B.Tech,73534,2021
CUT03952,CLG0396,CUET-UG,ST,B.Tech,1000000,2022
CUT03953,CLG0396,CUET-UG,ST,B.Tech,1000000,2023
CUT03954,CLG0396,CUET-UG,General,B.Tech,72136,2024
CUT03955,CLG0396,CUET-UG,EWS,B.Tech,450641,2025
CUT03956,CLG0396,CUET-UG,General,B.A. (Hons.) Economics,71631,2021
CUT03957,CLG0396,CUET-UG,General,B.A. (Hons.) Economics,69653,2022
CUT03958,CLG0396,CUET-UG,SC,B.A. (Hons.) Economics,1000000,2023
CUT03959,CLG0396,CUET-UG,General,B.A. (Hons.) Economics,85315,2024
CUT03960,CLG0396,CUET-UG,EWS,B.A. (Hons.) Economics,395354,2025
CUT03961,CLG0397,JEE Main,ST,Biotechnology,1200000,2021
CUT03962,CLG0397,JEE Main,General,Biotechnology,1200000,2022
CUT03963,CLG0397,JEE Main,ST,Biotechnology,1200000,2023
CUT03964,CLG0397,JEE Main,General,Biotechnology,1200000,2024
CUT03965,CLG0397,JEE Main,OBC-NCL,Biotechnology,1200000,2025
CUT03966,CLG0397,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT03967,CLG0397,JEE Main,General,Mechanical Engineering,1200000,2022
CUT03968,CLG0397,JEE Main,SC,Mechanical Engineering,1200000,2023
CUT03969,CLG0397,JEE Main,EWS,Mechanical Engineering,1200000,2024
CUT03970,CLG0397,JEE Main,EWS,Mechanical Engineering,1200000,2025
CUT03971,CLG0398,JEE Main,SC,Electronics and Communication Engineering,1200000,2021
CUT03972,CLG0398,JEE Main,OBC-NCL,Electronics and Communication Engineering,1200000,2022
CUT03973,CLG0398,JEE Main,General,Electronics and Communication Engineering,1200000,2023
CUT03974,CLG0398,JEE Main,EWS,Electronics and Communication Engineering,1200000,2024
CUT03975,CLG0398,JEE Main,ST,Electronics and Communication Engineering,1200000,2025
CUT03976,CLG0398,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT03977,CLG0398,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT03978,CLG0398,JEE Main,General,Mechanical Engineering,1200000,2023
CUT03979,CLG0398,JEE Main,General,Mechanical Engineering,1200000,2024
CUT03980,CLG0398,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2025
CUT03981,CLG0399,CUET-UG,SC,BA LLB,954879,2021
CUT03982,CLG0399,CUET-UG,OBC-NCL,BA LLB,304089,2022
CUT03983,CLG0399,CUET-UG,OBC-NCL,BA LLB,377714,2023
CUT03984,CLG0399,CUET-UG,SC,BA LLB,1000000,2024
CUT03985,CLG0399,CUET-UG,ST,BA LLB,1000000,2025
CUT03986,CLG0399,CUET-UG,ST,B.Tech,1000000,2021
CUT03987,CLG0399,CUET-UG,General,B.Tech,81902,2022
CUT03988,CLG0399,CUET-UG,OBC-NCL,B.Tech,361857,2023
CUT03989,CLG0399,CUET-UG,ST,B.Tech,1000000,2024
CUT03990,CLG0399,CUET-UG,SC,B.Tech,1000000,2025
CUT03991,CLG0400,JEE Main,SC,Biotechnology,1200000,2021
CUT03992,CLG0400,JEE Main,OBC-NCL,Biotechnology,1200000,2022
CUT03993,CLG0400,JEE Main,EWS,Biotechnology,1200000,2023
CUT03994,CLG0400,JEE Main,SC,Biotechnology,1200000,2024
CUT03995,CLG0400,JEE Main,General,Biotechnology,1200000,2025
CUT03996,CLG0400,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT03997,CLG0400,JEE Main,EWS,Mechanical Engineering,1200000,2022
CUT03998,CLG0400,JEE Main,ST,Mechanical Engineering,1200000,2023
CUT03999,CLG0400,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2024
CUT04000,CLG0400,JEE Main,General,Mechanical Engineering,1200000,2025
CUT04001,CLG0401,CUET-UG,SC,BA LLB,1000000,2021
CUT04002,CLG0401,CUET-UG,EWS,BA LLB,396754,2022
CUT04003,CLG0401,CUET-UG,OBC-NCL,BA LLB,386471,2023
CUT04004,CLG0401,CUET-UG,SC,BA LLB,1000000,2024
CUT04005,CLG0401,CUET-UG,OBC-NCL,BA LLB,371889,2025
CUT04006,CLG0401,CUET-UG,OBC-NCL,B.Tech,387428,2021
CUT04007,CLG0401,CUET-UG,SC,B.Tech,1000000,2022
CUT04008,CLG0401,CUET-UG,OBC-NCL,B.Tech,302630,2023
CUT04009,CLG0401,CUET-UG,OBC-NCL,B.Tech,372656,2024
CUT04010,CLG0401,CUET-UG,EWS,B.Tech,402199,2025
CUT04011,CLG0402,JEE Main,General,Metallurgical and Materials Engineering,1200000,2021
CUT04012,CLG0402,JEE Main,SC,Metallurgical and Materials Engineering,1200000,2022
CUT04013,CLG0402,JEE Main,General,Metallurgical and Materials Engineering,1200000,2023
CUT04014,CLG0402,JEE Main,General,Metallurgical and Materials Engineering,1200000,2024
CUT04015,CLG0402,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2025
CUT04016,CLG0402,JEE Main,General,Computer Science and Engineering,750208,2021
CUT04017,CLG0402,JEE Main,SC,Computer Science and Engineering,1200000,2022
CUT04018,CLG0402,JEE Main,OBC-NCL,Computer Science and Engineering,1200000,2023
CUT04019,CLG0402,JEE Main,General,Computer Science and Engineering,672017,2024
CUT04020,CLG0402,JEE Main,SC,Computer Science and Engineering,1200000,2025
CUT04021,CLG0403,JEE Main,ST,Electronics and Communication Engineering,1200000,2021
CUT04022,CLG0403,JEE Main,OBC-NCL,Electronics and Communication Engineering,1200000,2022
CUT04023,CLG0403,JEE Main,OBC-NCL,Electronics and Communication Engineering,1200000,2023
CUT04024,CLG0403,JEE Main,EWS,Electronics and Communication Engineering,1200000,2024
CUT04025,CLG0403,JEE Main,OBC-NCL,Electronics and Communication Engineering,1200000,2025
CUT04026,CLG0403,JEE Main,ST,Civil Engineering,1200000,2021
CUT04027,CLG0403,JEE Main,EWS,Civil Engineering,1200000,2022
CUT04028,CLG0403,JEE Main,OBC-NCL,Civil Engineering,1200000,2023
CUT04029,CLG0403,JEE Main,OBC-NCL,Civil Engineering,1200000,2024
CUT04030,CLG0403,JEE Main,General,Civil Engineering,1200000,2025
CUT04031,CLG0404,JEE Main,SC,Mechanical Engineering,1200000,2021
CUT04032,CLG0404,JEE Main,SC,Mechanical Engineering,1200000,2022
CUT04033,CLG0404,JEE Main,General,Mechanical Engineering,1200000,2023
CUT04034,CLG0404,JEE Main,General,Mechanical Engineering,1200000,2024
CUT04035,CLG0404,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2025
CUT04036,CLG0404,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,1200000,2021
CUT04037,CLG0404,JEE Main,General,Artificial Intelligence and Data Science,799095,2022
CUT04038,CLG0404,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,1200000,2023
CUT04039,CLG0404,JEE Main,General,Artificial Intelligence and Data Science,849470,2024
CUT04040,CLG0404,JEE Main,EWS,Artificial Intelligence and Data Science,1200000,2025
CUT04041,CLG0405,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT04042,CLG0405,JEE Main,General,Mechanical Engineering,1200000,2022
CUT04043,CLG0405,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2023
CUT04044,CLG0405,JEE Main,ST,Mechanical Engineering,1200000,2024
CUT04045,CLG0405,JEE Main,ST,Mechanical Engineering,1200000,2025
CUT04046,CLG0405,JEE Main,General,Civil Engineering,1200000,2021
CUT04047,CLG0405,JEE Main,General,Civil Engineering,1200000,2022
CUT04048,CLG0405,JEE Main,General,Civil Engineering,1200000,2023
CUT04049,CLG0405,JEE Main,ST,Civil Engineering,1200000,2024
CUT04050,CLG0405,JEE Main,SC,Civil Engineering,1200000,2025
CUT04051,CLG0406,JEE Main,OBC-NCL,Chemical Engineering,1200000,2021
CUT04052,CLG0406,JEE Main,EWS,Chemical Engineering,1200000,2022
CUT04053,CLG0406,JEE Main,EWS,Chemical Engineering,1200000,2023
CUT04054,CLG0406,JEE Main,General,Chemical Engineering,1200000,2024
CUT04055,CLG0406,JEE Main,SC,Chemical Engineering,1200000,2025
CUT04056,CLG0406,JEE Main,General,Metallurgical and Materials Engineering,1200000,2021
CUT04057,CLG0406,JEE Main,General,Metallurgical and Materials Engineering,1200000,2022
CUT04058,CLG0406,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2023
CUT04059,CLG0406,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2024
CUT04060,CLG0406,JEE Main,General,Metallurgical and Materials Engineering,1200000,2025
CUT04061,CLG0407,JEE Main,General,Biotechnology,1200000,2021
CUT04062,CLG0407,JEE Main,ST,Biotechnology,1200000,2022
CUT04063,CLG0407,JEE Main,ST,Biotechnology,1200000,2023
CUT04064,CLG0407,JEE Main,General,Biotechnology,1200000,2024
CUT04065,CLG0407,JEE Main,General,Biotechnology,1200000,2025
CUT04066,CLG0407,JEE Main,General,Chemical Engineering,1200000,2021
CUT04067,CLG0407,JEE Main,OBC-NCL,Chemical Engineering,1200000,2022
CUT04068,CLG0407,JEE Main,OBC-NCL,Chemical Engineering,1200000,2023
CUT04069,CLG0407,JEE Main,ST,Chemical Engineering,1200000,2024
CUT04070,CLG0407,JEE Main,OBC-NCL,Chemical Engineering,1200000,2025
CUT04071,CLG0408,CUET-UG,SC,BA LLB,1000000,2021
CUT04072,CLG0408,CUET-UG,ST,BA LLB,1000000,2022
CUT04073,CLG0408,CUET-UG,ST,BA LLB,1000000,2023
CUT04074,CLG0408,CUET-UG,General,BA LLB,91023,2024
CUT04075,CLG0408,CUET-UG,General,BA LLB,88077,2025
CUT04076,CLG0408,CUET-UG,General,B.A. (Hons.) English,68411,2021
CUT04077,CLG0408,CUET-UG,EWS,B.A. (Hons.) English,389878,2022
CUT04078,CLG0408,CUET-UG,General,B.A. (Hons.) English,76451,2023
CUT04079,CLG0408,CUET-UG,OBC-NCL,B.A. (Hons.) English,417612,2024
CUT04080,CLG0408,CUET-UG,EWS,B.A. (Hons.) English,437166,2025
CUT04081,CLG0409,JEE Main,ST,Chemical Engineering,1200000,2021
CUT04082,CLG0409,JEE Main,SC,Chemical Engineering,1200000,2022
CUT04083,CLG0409,JEE Main,General,Chemical Engineering,1200000,2023
CUT04084,CLG0409,JEE Main,SC,Chemical Engineering,1200000,2024
CUT04085,CLG0409,JEE Main,ST,Chemical Engineering,1200000,2025
CUT04086,CLG0409,JEE Main,SC,Metallurgical and Materials Engineering,1200000,2021
CUT04087,CLG0409,JEE Main,EWS,Metallurgical and Materials Engineering,1200000,2022
CUT04088,CLG0409,JEE Main,OBC-NCL,Metallurgical and Materials Engineering,1200000,2023
CUT04089,CLG0409,JEE Main,General,Metallurgical and Materials Engineering,1200000,2024
CUT04090,CLG0409,JEE Main,SC,Metallurgical and Materials Engineering,1200000,2025
CUT04091,CLG0410,CUET-UG,OBC-NCL,B.A. (Hons.) English,435954,2021
CUT04092,CLG0410,CUET-UG,OBC-NCL,B.A. (Hons.) English,416236,2022
CUT04093,CLG0410,CUET-UG,OBC-NCL,B.A. (Hons.) English,366535,2023
CUT04094,CLG0410,CUET-UG,OBC-NCL,B.A. (Hons.) English,301748,2024
CUT04095,CLG0410,CUET-UG,OBC-NCL,B.A. (Hons.) English,372814,2025
CUT04096,CLG0410,CUET-UG,SC,B.Tech,1000000,2021
CUT04097,CLG0410,CUET-UG,ST,B.Tech,1000000,2022
CUT04098,CLG0410,CUET-UG,OBC-NCL,B.Tech,327760,2023
CUT04099,CLG0410,CUET-UG,ST,B.Tech,1000000,2024
CUT04100,CLG0410,CUET-UG,General,B.Tech,69868,2025
CUT04101,CLG0411,CUET-UG,General,B.A. (Hons.) English,86280,2021
CUT04102,CLG0411,CUET-UG,General,B.A. (Hons.) English,88823,2022
CUT04103,CLG0411,CUET-UG,OBC-NCL,B.A. (Hons.) English,405840,2023
CUT04104,CLG0411,CUET-UG,SC,B.A. (Hons.) English,962313,2024
CUT04105,CLG0411,CUET-UG,SC,B.A. (Hons.) English,934393,2025
CUT04106,CLG0411,CUET-UG,General,B.Sc. (Hons.) Physics,87505,2021
CUT04107,CLG0411,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,342807,2022
CUT04108,CLG0411,CUET-UG,General,B.Sc. (Hons.) Physics,92583,2023
CUT04109,CLG0411,CUET-UG,EWS,B.Sc. (Hons.) Physics,386477,2024
CUT04110,CLG0411,CUET-UG,SC,B.Sc. (Hons.) Physics,990820,2025
